Nome,Età,Nazionalità,Tiri,Goal,Assist,Fuorigioco,Palle recuperate,Tackle vinti,Partite Giocate,Minuti,Squadra,Lega,Ruolo
Suf Podgoreanu,20.0,ISR,0.77,0.0,0.77,0.0,3.08,3.08,5,113,Spezia,Serie A,FW
Paul Pogba,29.0,FRA,2.13,0.07,0.6,0.0,8.4,0.87,20,1349,Manchester Utd,Premier League,FW
Joel Pohjanpalo,27.0,FIN,0.0,0.0,0.0,10.0,0.0,0.0,2,12,Leverkusen,Bundesliga,FW
Matteo Politano,28.0,ITA,2.3,0.16,0.22,0.22,4.64,0.98,33,1650,Napoli,Serie A,FW
Sebastian Polter,31.0,GER,2.08,0.38,0.04,0.27,2.96,0.31,33,2341,Bochum,Bundesliga,FW
Ezequiel Ponce,25.0,ARG,2.03,0.14,0.0,0.81,4.46,0.95,13,667,Elche,La Liga,FW
Marin Pongra?i?,24.0,CRO,0.0,0.0,0.0,0.0,9.24,1.52,17,827,Dortmund,Bundesliga,DF
Pere Pons,29.0,ESP,1.05,0.07,0.0,0.13,7.3,1.18,27,1366,AlavÃ©s,La Liga,MF
Manolo Portanova,21.0,ITA,1.97,0.07,0.0,0.27,7.01,1.9,24,1322,Genoa,Serie A,FW
Portu,30.0,ESP,1.36,0.06,0.11,0.62,4.75,0.62,37,1590,Real Sociedad,La Liga,FW
Stefan Posch,25.0,AUT,0.53,0.08,0.0,0.04,9.34,1.56,28,2199,Hoffenheim,Bundesliga,DF
Sergio Postigo,33.0,ESP,0.21,0.0,0.0,0.0,8.3,0.74,13,848,Levante,La Liga,DF
Yussuf Poulsen,27.0,DEN,2.33,0.5,0.0,0.58,5.75,1.08,25,1079,RB Leipzig,Bundesliga,FW
DarÃ­o Poveda,25.0,ESP,0.95,0.24,0.0,0.48,3.57,0.24,15,380,Getafe,La Liga,FW
JosÃ© Pozo,26.0,ESP,3.75,0.0,0.0,0.0,16.3,1.25,5,72,Rayo Vallecano,La Liga,MF
Dennis Praet,28.0,BEL,1.46,0.12,0.12,0.18,6.9,0.58,23,1539,Torino,Serie A,FW
Mateusz Praszelik,21.0,POL,3.33,0.0,0.0,0.0,0.0,0.0,2,25,Hellas Verona,Serie A,FW
AbdÃ³n Prats,29.0,ESP,2.68,0.42,0.0,0.28,4.51,0.42,23,641,Mallorca,La Liga,FW
Sanjin Prci?,28.0,BIH,1.89,0.04,0.0,0.0,11.1,1.44,32,2186,Strasbourg,Ligue 1,MF
Nicolas de PrÃ©ville,31.0,FRA,1.87,0.23,0.09,0.37,6.53,0.64,27,1969,Metz,Ligue 1,FW
Isaac Price,18.0,NIR,5.0,0.0,0.0,0.0,0.0,0.0,1,14,Everton,Premier League,MF
Manuel Prietl,30.0,AUT,0.72,0.0,0.04,0.0,8.69,1.65,26,2123,Arminia,Bundesliga,MF
Grischa PrÃ¶mel,27.0,GER,1.38,0.3,0.04,0.07,10.6,1.12,29,2422,Union Berlin,Bundesliga,MF
Nick Proschwitz,35.0,GER,3.33,0.0,0.0,0.0,3.33,0.0,1,27,Hoffenheim,Bundesliga,FW
Javi Puado,24.0,ESP,1.61,0.16,0.04,0.24,5.38,0.76,30,2245,Espanyol,La Liga,FW
Pubill,18.0,ESP,1.05,0.0,0.18,0.0,6.49,2.11,11,512,Levante,La Liga,DF
Antonio Puertas,30.0,ESP,1.31,0.24,0.04,0.32,5.82,0.84,33,2261,Granada,La Liga,FW
Riqui Puig,22.0,ESP,1.67,0.19,0.0,0.0,7.78,0.56,15,487,Barcelona,La Liga,MF
Teemu Pukki,32.0,FIN,1.88,0.3,0.08,0.33,3.43,0.3,37,3253,Norwich City,Premier League,FW
Erick Pulgar,28.0,CHI,0.79,0.0,0.26,0.0,9.21,0.53,6,341,Fiorentina,Serie A,MF
Christian Pulisic,23.0,USA,1.96,0.42,0.14,0.28,5.52,0.63,22,1290,Chelsea,Premier League,FW
Afimico Pululu,23.0,FRA,1.25,0.0,0.0,1.25,2.5,2.5,8,70,Greuther FÃ¼rth,Bundesliga,FW
Ignacio Pussetto,26.0,ARG,2.31,0.3,0.3,0.67,5.37,1.12,28,1204,Udinese,Serie A,FW
Niklas PyyhtiÃ¤,18.0,FIN,0.0,0.0,0.0,0.0,20.0,0.0,1,19,Bologna,Serie A,MF
Przemys?aw P?acheta,24.0,POL,1.43,0.0,0.0,0.0,6.07,0.54,12,504,Norwich City,Premier League,FW
Yacine Qasmi,31.0,MAR,0.0,0.0,0.0,0.0,1.0,0.0,1,4,Rayo Vallecano,La Liga,MF
Fabio Quagliarella,39.0,ITA,3.08,0.22,0.11,0.81,4.7,0.16,33,1664,Sampdoria,Serie A,FW
Quini,32.0,ESP,0.66,0.0,0.04,0.04,8.05,2.11,32,2304,Granada,La Liga,DF
Dani Raba,26.0,ESP,0.0,0.0,0.0,0.0,3.33,0.0,2,26,Granada,La Liga,FW
Dani Raba,26.0,ESP,0.0,0.0,0.0,1.0,7.0,1.0,7,89,Villarreal,La Liga,FW
Adrien Rabiot,27.0,FRA,1.02,0.0,0.08,0.16,8.46,2.13,32,2285,Juventus,Serie A,MF
UroÂ Ra?i?,24.0,SRB,1.19,0.0,0.0,0.07,9.78,1.87,28,1206,Valencia,La Liga,MF
Nemanja Radoja,29.0,SRB,0.37,0.0,0.0,0.0,8.22,1.04,19,1214,Levante,La Liga,MF
Nemanja Radonji?,26.0,SRB,0.0,0.0,0.0,5.0,5.0,0.0,1,18,Marseille,Ligue 1,MF
Ivan Radovanovi?,33.0,SRB,1.54,0.09,0.09,0.0,10.3,0.51,14,1053,Salernitana,Serie A,DF
?tefan Radu,35.0,ROU,0.32,0.0,0.0,0.0,7.74,0.81,10,556,Lazio,Serie A,DF
Sidney Raebiger,17.0,GER,0.0,0.0,0.0,0.0,1.0,0.0,1,4,RB Leipzig,Bundesliga,MF
Rafinha,29.0,BRA,1.2,0.09,0.0,0.0,10.7,2.31,17,1050,Real Sociedad,La Liga,FW
Rafinha,29.0,BRA,2.08,0.0,0.0,0.0,5.0,2.92,5,220,Paris S-G,Ligue 1,FW
Antonio Raillo,30.0,ESP,0.53,0.12,0.0,0.06,8.71,0.71,17,1530,Mallorca,La Liga,DF
Antonio Raimondo,18.0,ITA,2.5,0.0,0.0,3.75,3.75,0.0,1,74,Bologna,Serie A,FW
Jesuran Rak Sakyi,19.0,ENG,0.0,0.0,0.0,0.0,5.56,0.0,2,80,Crystal Palace,Premier League,FW
Ivan Rakiti?,34.0,CRO,1.2,0.17,0.25,0.0,9.3,1.12,35,2182,Sevilla,La Liga,MF
JonÃ¡s Ramalho,28.0,ESP,0.74,0.0,0.0,0.0,7.41,1.11,3,243,Osasuna,La Liga,DF
Adil Rami,36.0,FRA,0.46,0.23,0.0,0.0,7.23,1.0,17,1171,Troyes,Ligue 1,DF
Sandro RamÃ­rez,26.0,ESP,3.09,0.19,0.0,0.68,5.49,0.43,29,1462,Getafe,La Liga,FW
Guilherme Ramos,24.0,POR,0.69,0.0,0.0,0.1,10.1,1.98,13,906,Arminia,Bundesliga,DF
Sergio Ramos,36.0,ESP,1.35,0.22,0.0,0.11,8.88,0.79,12,801,Paris S-G,Ligue 1,DF
Aaron Ramsey,31.0,WAL,0.0,0.0,0.0,0.0,3.64,0.0,3,99,Juventus,Serie A,MF
Jacob Ramsey,21.0,ENG,1.24,0.22,0.04,0.04,6.5,1.5,34,2467,Aston Villa,Premier League,MF
Luca Ranieri,23.0,ITA,0.38,0.04,0.0,0.09,6.2,0.98,27,2103,Salernitana,Serie A,DF
Andrea Ranocchia,34.0,ITA,0.53,0.0,0.0,0.26,5.79,1.58,6,341,Inter,Serie A,DF
Tobias Raschl,22.0,GER,0.76,0.0,0.15,0.15,8.94,1.36,10,597,Greuther FÃ¼rth,Bundesliga,MF
Elba Rashani,29.0,KVX,1.54,0.41,0.15,0.26,6.67,1.44,29,1759,Clermont Foot,Ligue 1,FW
Marcus Rashford,24.0,ENG,1.61,0.29,0.15,1.02,4.89,0.44,25,1235,Manchester Utd,Premier League,FW
Milot Rashica,25.0,KVX,1.81,0.04,0.08,0.52,5.6,0.85,31,2229,Norwich City,Premier League,FW
Giacomo Raspadori,22.0,ITA,2.37,0.33,0.13,0.16,5.23,0.82,36,2740,Sassuolo,Serie A,FW
RaÃºl,21.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Betis,La Liga,FW
David Raum,24.0,GER,0.82,0.1,0.36,0.23,8.01,1.18,32,2757,Hoffenheim,Bundesliga,DF
Ante Rebi?,28.0,CRO,3.03,0.2,0.2,0.71,5.86,0.61,24,891,Milan,Serie A,FW
Arkadiusz Reca,26.0,POL,0.41,0.0,0.1,0.0,6.65,1.07,25,1772,Spezia,Serie A,DF
LluÃ­s Recasens,20.0,ESP,0.0,0.0,0.0,0.0,6.0,2.0,1,45,Espanyol,La Liga,DF
Nathan Redmond,28.0,ENG,1.23,0.05,0.25,0.15,6.96,0.64,27,1833,Southampton,Premier League,FW
Sergio ReguilÃ³n,25.0,ESP,0.99,0.09,0.14,0.05,6.76,1.31,25,1916,Tottenham,Premier League,DF
Jeff Reine-AdÃ©laÃ¯de,24.0,FRA,1.36,0.0,0.45,0.45,8.64,2.27,10,198,Lyon,Ligue 1,MF
Reinier,20.0,BRA,0.56,0.0,0.0,0.0,6.67,2.22,13,162,Dortmund,Bundesliga,FW
Karim Rekik,27.0,NED,0.33,0.0,0.16,0.08,7.38,1.07,18,1098,Sevilla,La Liga,DF
Panagiotis Retsos,23.0,GRE,0.0,0.0,0.0,0.0,11.7,0.0,5,55,Hellas Verona,Serie A,DF
Marco Reus,32.0,GER,1.83,0.32,0.47,0.36,6.15,0.97,29,2503,Dortmund,Bundesliga,FW
Elvis RexhbeÃ§aj,24.0,GER,1.21,0.0,0.0,0.07,9.82,0.67,32,2542,Bochum,Bundesliga,MF
Gio Reyna,19.0,USA,2.24,0.41,0.2,0.2,8.37,0.82,10,439,Dortmund,Bundesliga,MF
Bryan Reynolds,20.0,USA,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Roma,Serie A,DF
Nico Ribaudo,21.0,ESP,1.61,0.16,0.0,0.24,5.65,1.21,31,1116,Espanyol,La Liga,FW
Tiago Ribeiro,20.0,POR,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Monaco,Ligue 1,FW
Franck RibÃ©ry,39.0,FRA,0.82,0.0,0.13,0.13,7.15,0.89,23,1421,Salernitana,Serie A,FW
Samuele Ricci,20.0,ITA,0.47,0.06,0.06,0.0,8.76,1.76,21,1530,Empoli,Serie A,MF
Samuele Ricci,20.0,ITA,0.5,0.0,0.0,0.25,6.5,0.63,12,722,Torino,Serie A,MF
Declan Rice,23.0,ENG,0.74,0.03,0.11,0.0,10.4,1.5,36,3179,West Ham,Premier League,MF
Chris Richards,22.0,USA,0.69,0.07,0.07,0.0,11.0,1.24,19,1304,Hoffenheim,Bundesliga,DF
Chris Richards,22.0,USA,0.0,0.0,0.0,0.0,1.0,0.0,1,3,Bayern Munich,Bundesliga,DF
Omar Richards,24.0,ENG,0.82,0.0,0.0,0.0,8.16,3.06,12,438,Bayern Munich,Bundesliga,DF
Taylor Richards,21.0,ENG,3.33,0.0,0.0,0.0,16.7,0.0,2,25,Brighton,Premier League,FW
Richarlison,25.0,BRA,2.5,0.36,0.18,0.71,6.61,0.96,30,2523,Everton,Premier League,FW
Marco Richter,24.0,GER,2.28,0.26,0.05,0.21,7.57,0.95,30,1704,Hertha BSC,Bundesliga,FW
Diego Rico,29.0,ESP,0.55,0.0,0.0,0.22,10.2,1.42,21,1644,Real Sociedad,La Liga,DF
JaÃ¯ro Riedewald,25.0,NED,0.0,0.0,0.0,0.0,9.23,1.54,3,118,Crystal Palace,Premier League,MF
TomÃ¡s RincÃ³n,34.0,VEN,0.0,0.0,0.0,0.0,12.8,0.56,7,163,Torino,Serie A,FW
TomÃ¡s RincÃ³n,34.0,VEN,0.15,0.0,0.0,0.0,8.38,1.46,17,1166,Sampdoria,Serie A,MF
Luis Rioja,28.0,ESP,1.27,0.03,0.09,0.35,7.4,0.46,37,3111,AlavÃ©s,La Liga,FW
Renaud Ripart,29.0,FRA,2.05,0.1,0.1,0.24,5.43,1.14,28,1893,Troyes,Ligue 1,FW
Mihailo Risti?,26.0,SRB,0.9,0.05,0.15,0.0,7.55,1.65,29,1803,Montpellier,Ligue 1,DF
Matt Ritchie,32.0,SCO,0.67,0.0,0.13,0.0,7.92,0.47,18,1337,Newcastle Utd,Premier League,DF
Maxence Rivera,19.0,FRA,0.0,0.0,0.0,0.0,10.0,0.0,1,5,Saint-Ãtienne,Ligue 1,FW
Rober,27.0,ESP,0.36,0.04,0.0,0.0,9.69,1.26,27,2010,Levante,La Liga,DF
Sergi Roberto,30.0,ESP,0.91,0.45,0.23,0.23,8.64,1.36,9,400,Barcelona,La Liga,DF
Connor Roberts,26.0,WAL,0.32,0.05,0.05,0.05,7.98,0.69,21,1692,Burnley,Premier League,DF
Patrick Roberts,25.0,ENG,5.0,0.0,0.0,0.0,10.0,0.0,1,14,Troyes,Ligue 1,DF
Tyler Roberts,23.0,WAL,2.73,0.09,0.09,0.27,5.73,0.64,23,987,Leeds United,Premier League,FW
Andrew Robertson,28.0,SCO,0.64,0.11,0.35,0.14,8.79,0.6,29,2537,Liverpool,Premier League,DF
Marc Roca,25.0,ESP,1.19,0.0,0.0,0.0,13.8,1.67,9,379,Bayern Munich,Bundesliga,MF
RubÃ©n Rochina,31.0,ESP,1.81,0.12,0.36,0.12,7.83,1.45,15,743,Granada,La Liga,FW
Cimo RÃ¶cker,28.0,GER,0.0,0.0,0.0,0.0,5.0,0.0,1,22,Hertha BSC,Bundesliga,DF
Enzo Roco,29.0,CHI,0.39,0.04,0.0,0.04,8.13,0.81,30,2552,Elche,La Liga,DF
Stian Rode Gregersen,27.0,NOR,0.28,0.05,0.05,0.05,7.37,1.47,24,1953,Bordeaux,Ligue 1,DF
Sebastian Rode,31.0,GER,0.71,0.12,0.0,0.0,13.1,1.19,17,759,Eint Frankfurt,Bundesliga,MF
Joe Rodon,24.0,WAL,0.0,0.0,0.0,0.0,8.0,0.0,3,89,Tottenham,Premier League,DF
Rodri,25.0,ESP,1.41,0.22,0.06,0.0,13.0,1.44,33,2884,Manchester City,Premier League,MF
Rodrigo,31.0,ESP,1.9,0.24,0.04,0.16,5.52,0.71,31,2265,Leeds United,Premier League,FW
Rodrigo,22.0,ESP,1.53,0.1,0.2,0.1,6.22,0.71,21,881,Betis,La Liga,FW
Gerson Rodrigues,26.0,LUX,2.45,0.11,0.11,0.64,5.11,0.74,12,848,Troyes,Ligue 1,FW
Ãscar RodrÃ­guez Arnaiz,23.0,ESP,3.04,0.0,0.0,0.22,4.78,1.96,11,417,Sevilla,La Liga,FW
Ãscar RodrÃ­guez Arnaiz,23.0,ESP,2.38,0.0,0.1,0.1,7.24,1.14,18,943,Getafe,La Liga,FW
Ãngel RodrÃ­guez,35.0,ESP,1.69,0.17,0.12,0.99,4.3,0.76,29,1544,Mallorca,La Liga,FW
Dani RodrÃ­guez,33.0,ESP,1.37,0.1,0.1,0.1,7.56,1.21,36,2832,Mallorca,La Liga,FW
Guido RodrÃ­guez,28.0,ARG,0.75,0.04,0.07,0.11,10.6,2.03,32,2529,Betis,La Liga,MF
Jay Rodriguez,32.0,ENG,2.66,0.13,0.13,1.1,4.42,0.65,29,1382,Burnley,Premier League,FW
Ricardo RodrÃ­guez,29.0,SUI,0.33,0.0,0.04,0.0,8.58,0.87,34,2473,Torino,Serie A,DF
Rodrygo,21.0,BRA,2.16,0.25,0.25,0.8,4.51,0.93,32,1459,Real Madrid,La Liga,FW
Mads Roerslev,22.0,DEN,0.36,0.07,0.07,0.14,5.94,0.65,21,1240,Brentford,Premier League,DF
Marko Rog,26.0,CRO,2.0,0.0,0.29,0.0,10.6,0.29,8,311,Cagliari,Serie A,MF
RogÃ©rio,24.0,BRA,0.73,0.0,0.05,0.05,7.03,0.68,23,1729,Sassuolo,Serie A,DF
Alessio Romagnoli,27.0,ITA,0.76,0.06,0.0,0.19,9.68,0.89,19,1409,Milan,Serie A,DF
Simone Romagnoli,32.0,ITA,0.3,0.12,0.0,0.0,11.1,0.84,19,1497,Empoli,Serie A,DF
Cristian Romero,24.0,ARG,0.29,0.05,0.0,0.1,9.71,2.2,22,1844,Tottenham,Premier League,DF
IvÃ¡n Romero,21.0,ESP,1.0,0.0,0.0,0.5,3.0,0.5,5,178,Sevilla,La Liga,FW
Luka Romero,17.0,ARG,1.11,0.0,0.0,0.0,3.33,2.22,8,84,Lazio,Serie A,FW
Oriol Romeu,30.0,ESP,0.78,0.06,0.06,0.0,12.8,1.68,36,2889,Southampton,Premier League,MF
Cristiano Ronaldo,37.0,POR,3.96,0.66,0.11,1.25,3.7,0.29,30,2456,Manchester Utd,Premier League,FW
Cristiano Ronaldo,37.0,POR,3.33,0.0,0.0,3.33,6.67,0.0,1,31,Juventus,Serie A,FW
SalomÃ³n RondÃ³n,32.0,VEN,2.39,0.11,0.11,0.57,4.55,0.23,20,790,Everton,Premier League,FW
Valentin Rongier,27.0,FRA,1.15,0.0,0.04,0.0,8.85,2.34,32,2194,Marseille,Ligue 1,DF
Marten de Roon,31.0,NED,0.78,0.11,0.0,0.0,12.2,1.63,30,2548,Atalanta,Serie A,DF
Unai Ropero,20.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,12,AlavÃ©s,La Liga,MF
Pablo Rosario,25.0,NED,0.59,0.0,0.07,0.07,9.37,1.42,36,2729,Nice,Ligue 1,MF
Romario RÃ¶sch,22.0,GER,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Mainz 05,Bundesliga,MF
Danny Rose,31.0,ENG,0.52,0.0,0.0,0.0,6.62,1.95,8,689,Watford,Premier League,DF
Tom Rothe,17.0,GER,2.0,1.0,0.0,3.0,7.0,3.0,2,94,Dortmund,Bundesliga,DF
JÃ©rÃ´me Roussillon,29.0,FRA,0.61,0.05,0.0,0.25,8.17,0.81,26,1775,Wolfsburg,Bundesliga,DF
NicolÃ² Rovella,20.0,ITA,1.04,0.0,0.18,0.18,9.82,1.66,21,1468,Genoa,Serie A,MF
Jon Rowe,19.0,ENG,1.2,0.0,0.4,0.4,6.0,1.2,13,223,Norwich City,Premier League,FW
Amir Rrahmani,28.0,KVX,0.68,0.12,0.0,0.0,8.77,0.65,33,2927,Napoli,Serie A,DF
Ruan,22.0,BRA,0.0,0.0,0.0,0.0,9.58,1.25,10,214,Sassuolo,Serie A,DF
RubÃ©n,21.0,ESP,0.59,0.0,0.59,0.0,5.29,0.59,4,150,Espanyol,La Liga,DF
Antonio RÃ¼diger,29.0,GER,1.42,0.09,0.0,0.0,8.43,0.83,34,3035,Chelsea,Premier League,DF
Sebastian Rudy,32.0,GER,1.63,0.35,0.12,0.0,9.53,1.51,21,773,Hoffenheim,Bundesliga,MF
Daniele Rugani,27.0,ITA,0.2,0.0,0.0,0.0,6.73,0.71,12,879,Juventus,Serie A,DF
Matteo Ruggeri,19.0,ITA,0.4,0.0,0.0,0.13,6.0,0.67,14,676,Salernitana,Serie A,DF
MÃ¡rio Rui,31.0,POR,0.96,0.0,0.15,0.12,7.17,1.17,34,2992,Napoli,Serie A,DF
Aitor Ruibal,26.0,ESP,2.0,0.0,0.0,0.11,5.68,1.58,19,856,Betis,La Liga,FW
FabiÃ¡n Ruiz PeÃ±a,26.0,ESP,1.51,0.26,0.15,0.04,8.72,1.55,32,2384,Napoli,Serie A,MF
Isma Ruiz,21.0,ESP,1.29,0.0,0.0,0.32,9.68,0.32,8,283,Granada,La Liga,MF
VÃ­ctor Ruiz,33.0,ESP,0.51,0.0,0.0,0.13,10.9,0.38,18,1424,Betis,La Liga,DF
Lukas Rupp,31.0,GER,1.41,0.0,0.0,0.0,11.1,0.94,19,769,Norwich City,Premier League,MF
Alessandro Russo,18.0,ITA,0.0,0.0,0.0,0.0,10.0,0.0,1,29,Salernitana,Serie A,MF
Franco Russo,27.0,ARG,0.37,0.06,0.0,0.06,10.4,0.8,19,1464,Mallorca,La Liga,DF
Georginio Rutter,20.0,FRA,3.02,0.45,0.11,1.17,4.36,0.89,33,1611,Hoffenheim,Bundesliga,FW
Julian Ryerson,24.0,NOR,1.01,0.13,0.0,0.0,10.1,0.94,28,1429,Union Berlin,Bundesliga,DF
Roli Pereira de Sa,25.0,FRA,0.78,0.0,0.0,0.16,9.38,1.25,17,573,Nantes,Ligue 1,MF
Youssouf Sabaly,29.0,SEN,0.45,0.0,0.11,0.11,7.73,0.8,10,788,Betis,La Liga,DF
Mathys Saban,20.0,FRA,0.0,0.0,0.0,0.0,6.25,0.0,3,73,Saint-Ãtienne,Ligue 1,FW
Stefano Sabelli,29.0,ITA,0.51,0.0,0.0,0.0,5.64,0.77,7,348,Genoa,Serie A,DF
Abdelhamid Sabiri,25.0,GER,1.62,0.3,0.2,0.1,5.05,2.22,14,893,Sampdoria,Serie A,FW
Marcel Sabitzer,28.0,AUT,4.0,0.0,0.0,0.0,14.0,2.0,2,49,RB Leipzig,Bundesliga,FW
Marcel Sabitzer,28.0,AUT,1.88,0.1,0.1,0.0,11.1,0.89,25,905,Bayern Munich,Bundesliga,DF
Falaye Sacko,27.0,MLI,0.14,0.0,0.0,0.0,8.65,1.49,9,667,Saint-Ãtienne,Ligue 1,DF
Alexis Saelemaekers,22.0,BEL,1.88,0.05,0.14,0.05,7.25,1.21,36,1865,Milan,Serie A,FW
Rafiki Said Ahamada,22.0,FRA,3.57,0.0,0.0,0.71,10.0,2.86,14,122,Brest,Ligue 1,FW
Wesley SaÃ¯d,27.0,FRA,3.56,0.68,0.0,0.41,3.56,0.55,21,654,Lens,Ligue 1,FW
Allan Saint-Maximin,25.0,FRA,2.05,0.16,0.16,0.42,5.74,0.19,35,2804,Newcastle Utd,Premier League,FW
Romain SaÃ¯ss,32.0,MAR,0.6,0.07,0.0,0.1,8.64,1.26,31,2705,Wolves,Premier League,DF
Bukayo Saka,20.0,ENG,2.87,0.33,0.21,0.51,6.04,0.69,38,2978,Arsenal,Premier League,FW
Mamadou Sakho,32.0,FRA,0.03,0.0,0.0,0.0,9.34,0.73,29,2575,Montpellier,Ligue 1,DF
Bakary Sako,34.0,MLI,3.53,0.0,0.0,0.59,5.29,0.59,7,156,Saint-Ãtienne,Ligue 1,FW
Jacopo Sala,30.0,ITA,0.41,0.1,0.0,0.1,11.0,1.63,18,880,Spezia,Serie A,MF
Mohamed Salah,29.0,EGY,4.36,0.75,0.42,0.39,5.73,0.23,35,2762,Liverpool,Premier League,FW
Eddie Salcedo,20.0,ITA,3.33,0.0,0.0,0.42,6.46,0.0,12,429,Spezia,Serie A,FW
William Saliba,21.0,FRA,0.44,0.0,0.0,0.03,8.67,1.17,36,3240,Marseille,Ligue 1,DF
Mohammed Salisu,23.0,GHA,0.76,0.0,0.0,0.06,12.0,1.82,34,2972,Southampton,Premier League,DF
Roland Sallai,25.0,HUN,2.73,0.23,0.23,0.23,5.87,0.99,31,1551,Freiburg,Bundesliga,FW
Yoann Salmier,29.0,GUF,0.3,0.0,0.03,0.03,8.72,1.32,31,2668,Troyes,Ligue 1,DF
Salvi,31.0,ESP,1.23,0.13,0.06,0.06,4.97,0.65,23,1395,CÃ¡diz,La Liga,FW
Lazar Samardzic,20.0,GER,3.15,0.37,0.37,0.0,8.7,2.96,22,490,Udinese,Serie A,MF
Diadie SamassÃ©kou,26.0,MLI,0.82,0.11,0.0,0.0,11.0,1.9,24,1655,Hoffenheim,Bundesliga,MF
Mama Samba BaldÃ©,26.0,GNB,2.46,0.16,0.1,0.21,4.82,1.31,30,1717,Troyes,Ligue 1,FW
Albert Sambi Lokonga,22.0,BEL,1.59,0.0,0.0,0.0,9.84,1.03,19,1134,Arsenal,Premier League,MF
Luigi Samele,20.0,ITA,0.0,0.0,10.0,0.0,20.0,0.0,2,5,Sassuolo,Serie A,FW
Fede San Emeterio,25.0,ESP,0.0,0.0,0.0,0.0,10.0,1.3,12,830,CÃ¡diz,La Liga,MF
Antonio Sanabria,26.0,PAR,2.45,0.3,0.05,1.05,3.85,0.3,29,1803,Torino,Serie A,FW
Oihan Sancet,22.0,ESP,1.96,0.38,0.25,0.32,3.99,0.7,27,1422,Athletic Club,La Liga,FW
Renato Sanches,24.0,POR,1.2,0.11,0.27,0.05,9.02,0.87,25,1651,Lille,Ligue 1,MF
Alexis SÃ¡nchez,33.0,CHI,3.37,0.51,0.2,0.82,6.63,1.12,27,881,Inter,Serie A,FW
Antonio SÃ¡nchez,25.0,ESP,1.0,0.06,0.0,0.17,10.2,1.56,29,1616,Mallorca,La Liga,FW
Davinson SÃ¡nchez,25.0,COL,0.72,0.11,0.0,0.06,8.45,1.22,23,1631,Tottenham,Premier League,DF
GermÃ¡n SÃ¡nchez,35.0,ESP,0.53,0.08,0.04,0.04,10.1,0.65,31,2209,Granada,La Liga,DF
Juan SÃ¡nchez,18.0,ESP,0.0,0.0,0.0,0.0,0.0,10.0,1,5,Sevilla,La Liga,MF
Manuel SÃ¡nchez,21.0,ESP,0.28,0.04,0.12,0.0,7.29,1.59,33,2257,Osasuna,La Liga,DF
Jadon Sancho,22.0,ENG,1.23,0.14,0.14,0.33,6.87,0.62,29,1900,Manchester Utd,Premier League,FW
Philippe Sandler,25.0,NED,0.0,0.0,0.0,0.0,3.75,1.25,2,70,Troyes,Ligue 1,DF
Alex Sandro,31.0,BRA,0.45,0.0,0.05,0.05,8.64,0.86,28,1780,Juventus,Serie A,DF
Leroy SanÃ©,26.0,GER,4.05,0.32,0.32,0.32,6.91,0.91,32,1976,Bayern Munich,Bundesliga,FW
Oier Sanjurjo,36.0,ESP,1.07,0.12,0.0,0.24,9.88,1.19,25,758,Osasuna,La Liga,MF
Mohamed Sankoh,18.0,NED,1.0,0.0,0.0,0.0,0.0,0.0,1,4,Stuttgart,Bundesliga,FW
Morgan Sanson,27.0,FRA,0.25,0.0,0.0,0.0,8.5,2.0,10,356,Aston Villa,Premier League,MF
Nicola Sansone,30.0,ITA,2.4,0.2,0.3,0.6,5.7,0.9,27,896,Bologna,Serie A,FW
Baptiste Santamaria,27.0,FRA,0.0,0.0,0.0,0.0,5.0,0.0,1,21,Freiburg,Bundesliga,MF
Baptiste Santamaria,27.0,FRA,1.21,0.07,0.04,0.0,10.5,0.79,34,2518,Rennes,Ligue 1,DF
Federico Santander,30.0,PAR,2.86,1.43,0.0,0.0,2.86,2.86,7,67,Bologna,Serie A,FW
JesÃºs Santiago,18.0,ESP,0.0,0.0,0.0,0.0,15.6,1.11,3,82,Valencia,La Liga,MF
Samir Santos,27.0,BRA,0.51,0.0,0.0,0.0,7.66,1.46,17,1421,Udinese,Serie A,DF
Samir Santos,27.0,BRA,0.43,0.0,0.0,0.0,9.19,1.02,19,1673,Watford,Premier League,DF
Sergio Santos,21.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,11,Real Madrid,La Liga,DF
Alvaro Sanz,21.0,ESP,0.0,0.0,0.0,0.0,6.67,0.0,2,29,Barcelona,La Liga,MF
Riccardo Saponara,30.0,ITA,2.59,0.21,0.21,0.28,5.73,0.28,29,1284,Fiorentina,Serie A,FW
Pablo Sarabia,30.0,ESP,5.0,5.0,0.0,0.0,0.0,0.0,2,22,Paris S-G,Ligue 1,FW
Marcelo Saracchi,24.0,URU,0.0,0.0,0.48,0.0,8.1,1.43,4,186,Levante,La Liga,DF
Josh Sargent,22.0,USA,1.49,0.11,0.06,0.23,5.89,0.97,26,1572,Norwich City,Premier League,FW
Jeremy Sarmiento,19.0,ECU,0.0,0.0,0.0,0.0,12.0,2.0,5,48,Brighton,Premier League,FW
Bouna Sarr,30.0,SEN,1.43,0.0,0.0,0.0,12.9,2.86,5,64,Bayern Munich,Bundesliga,DF
